date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-09-21,PI,,state,91355,2051,False,3281480,22,2783.95724,0.0225
2020-09-21,PR,,state,165494,4146,False,11516840,41,1436.97403,0.0251
2020-09-21,RJ,,state,252046,17727,False,17366189,33,1451.36046,0.0703
2020-09-21,RN,,state,67689,2363,False,3534165,24,1915.2756,0.0349
2020-09-21,RO,,state,63267,1305,False,1796460,11,3521.75946,0.0206
2020-09-21,RR,,state,48542,616,False,631181,14,7690.66242,0.0127
2020-09-21,RS,,state,175349,4409,False,11422973,43,1535.05572,0.0251
2020-09-21,SC,,state,206332,2656,False,7252502,42,2844.97681,0.0129
2020-09-21,SE,,state,76073,1987,False,2318822,28,3280.67441,0.0261
2020-09-21,SP,,state,937332,33984,False,46289333,35,2024.94169,0.0363
2020-09-21,TO,,state,64273,877,False,1590248,17,4041.69664,0.0136
2020-09-20,AC,,state,27079,649,False,894470,12,3027.37934,0.024
2020-09-20,AL,,state,84508,2019,False,3351543,27,2521.46549,0.0239
2020-09-20,AM,,state,131757,3959,False,4207714,13,3131.32024,0.03
2020-09-20,AP,,state,46863,691,False,861773,16,5437.97497,0.0147
2020-09-20,BA,,state,295303,6265,False,14930634,29,1977.83296,0.0212
2020-09-20,CE,,state,233891,8815,False,9187103,23,2545.86239,0.0377
2020-09-20,DF,,state,183749,3062,False,3055149,53,6014.40388,0.0167
2020-09-20,ES,,state,124291,3422,False,4064052,32,3058.3024,0.0275
2020-09-20,GO,,state,184021,4158,False,7113540,52,2586.91172,0.0226
2020-09-20,MA,,state,167657,3653,False,7114598,21,2356.52106,0.0218
2020-09-20,MG,,state,270053,6714,False,21292666,31,1268.29116,0.0249
2020-09-20,MS,,state,64033,1179,False,2809394,50,2279.24599,0.0184
2020-09-20,MT,,state,113186,3279,False,3526220,51,3209.83943,0.029
2020-09-20,PA,,state,220775,6468,False,8690745,15,2540.34608,0.0293
2020-09-20,PB,,state,116736,2707,False,4039277,25,2890.02215,0.0232
2020-09-20,PE,,state,141517,8016,False,9616621,26,1471.58758,0.0566
2020-09-20,PI,,state,90617,2038,False,3281480,22,2761.46739,0.0225
2020-09-20,PR,,state,164888,4110,False,11516840,41,1431.71217,0.0249
2020-09-20,RJ,,state,251909,17677,False,17366189,33,1450.57157,0.0702
2020-09-20,RN,,state,67447,2360,False,3534165,24,1908.42816,0.035
2020-09-20,RO,,state,62863,1300,False,1796460,11,3499.27079,0.0207
2020-09-20,RR,,state,48330,613,False,631181,14,7657.0746,0.0127
2020-09-20,RS,,state,174777,4384,False,11422973,43,1530.04826,0.0251
2020-09-20,SC,,state,205620,2639,False,7252502,42,2835.15951,0.0128
2020-09-20,SE,,state,75873,1981,False,2318822,28,3272.04934,0.0261
2020-09-20,SP,,state,935300,33952,False,46289333,35,2020.55191,0.0363
2020-09-20,TO,,state,63544,867,False,1590248,17,3995.85473,0.0136
2020-09-19,AC,,state,27061,648,False,894470,12,3025.36698,0.0239
2020-09-19,AL,,state,83950,2014,False,3351543,27,2504.81644,0.024
2020-09-19,AM,,state,131573,3956,False,4207714,13,3126.94732,0.0301
2020-09-19,AP,,state,46738,691,False,861773,16,5423.46999,0.0148
2020-09-19,BA,,state,294210,6221,False,14930634,29,1970.51244,0.0211
2020-09-19,CE,,state,233600,8801,False,9187103,23,2542.69491,0.0377
2020-09-19,DF,,state,183096,3048,False,3055149,53,5993.03013,0.0166
2020-09-19,ES,,state,123720,3408,False,4064052,32,3044.25239,0.0275
2020-09-19,GO,,state,183481,4142,False,7113540,52,2579.32056,0.0226
2020-09-19,MA,,state,167333,3643,False,7114598,21,2351.96704,0.0218
2020-09-19,MG,,state,268009,6656,False,21292666,31,1258.69161,0.0248
2020-09-19,MS,,state,63848,1172,False,2809394,50,2272.66094,0.0184
2020-09-19,MT,,state,112817,3262,False,3526220,51,3199.37497,0.0289
2020-09-19,PA,,state,220519,6460,False,8690745,15,2537.40042,0.0293
2020-09-19,PB,,state,116588,2695,False,4039277,25,2886.35813,0.0231
2020-09-19,PE,,state,141042,8004,False,9616621,26,1466.64821,0.0567
2020-09-19,PI,,state,90370,2037,False,3281480,22,2753.9403,0.0225
2020-09-19,PR,,state,163479,4093,False,11516840,41,1419.47791,0.025
2020-09-19,RJ,,state,251261,17634,False,17366189,33,1446.84018,0.0702
2020-09-19,RO,,state,62697,1297,False,1796460,11,3490.03039,0.0207
2020-09-19,RR,,state,48302,613,False,631181,14,7652.63847,0.0127
2020-09-19,RS,,state,174140,4371,False,11422973,43,1524.47178,0.0251
2020-09-19,SC,,state,205250,2635,False,7252502,42,2830.05782,0.0128
2020-09-19,SE,,state,75772,1976,False,2318822,28,3267.69368,0.0261
2020-09-19,SP,,state,931673,33927,False,46289333,35,2012.71641,0.0364
2020-09-19,TO,,state,63423,866,False,1590248,17,3988.24586,0.0137
2020-09-18,AC,,state,26942,647,False,894470,12,3012.06301,0.024
2020-09-18,AL,,state,83298,2008,False,3351543,27,2485.36271,0.0241
2020-09-18,AM,,state,130359,3950,False,4207714,13,3098.09555,0.0303
2020-09-18,AP,,state,46601,690,False,861773,16,5407.57253,0.0148
2020-09-18,BA,,state,292019,6181,False,14930634,29,1955.83791,0.0212
2020-09-18,CE,,state,232950,8795,False,9187103,23,2535.61977,0.0378
2020-09-18,DF,,state,181919,3037,False,3055149,53,5954.505,0.0167
2020-09-18,ES,,state,123273,3404,False,4064052,32,3033.25351,0.0276
2020-09-18,GO,,state,182554,4120,False,7113540,52,2566.28908,0.0226
2020-09-18,MA,,state,166580,3632,False,7114598,21,2341.38317,0.0218
2020-09-18,MG,,state,265185,6574,False,21292666,31,1245.42883,0.0248
2020-09-18,MS,,state,63466,1162,False,2809394,50,2259.0637,0.0183
2020-09-18,MT,,state,112200,3248,False,3526220,51,3181.87748,0.0289
2020-09-18,PA,,state,220205,6451,False,8690745,15,2533.78738,0.0293
2020-09-18,PB,,state,115966,2684,False,4039277,25,2870.95933,0.0231
2020-09-18,PE,,state,140235,7971,False,9616621,26,1458.25649,0.0568
2020-09-18,PI,,state,90061,2025,False,3281480,22,2744.52381,0.0225
2020-09-18,PR,,state,161922,4067,False,11516840,41,1405.95858,0.0251
2020-09-18,RJ,,state,249798,17575,False,17366189,33,1438.41576,0.0704
2020-09-18,RN,,state,67193,2356,False,3534165,24,1901.24117,0.0351
2020-09-18,RO,,state,62495,1294,False,1796460,11,3478.78606,0.0207
2020-09-18,RR,,state,48088,613,False,631181,14,7618.73377,0.0127
2020-09-18,RS,,state,170749,4318,False,11422973,43,1494.78599,0.0253
2020-09-18,SC,,state,204166,2627,False,7252502,42,2815.11125,0.0129
2020-09-18,SE,,state,75664,1972,False,2318822,28,3263.03615,0.0261
2020-09-18,SP,,state,924532,33678,False,46289333,35,1997.28953,0.0364
2020-09-18,TO,,state,63167,866,False,1590248,17,3972.14774,0.0137
2020-09-17,AC,,state,26716,646,False,894470,12,2986.79665,0.0242
2020-09-17,AL,,state,83035,2002,False,3351543,27,2477.51558,0.0241
2020-09-17,AM,,state,129501,3931,False,4207714,13,3077.70443,0.0304
2020-09-17,AP,,state,46372,688,False,861773,16,5380.9994,0.0148
2020-09-17,BA,,state,289655,6132,False,14930634,29,1940.00469,0.0212
2020-09-17,CE,,state,231510,8781,False,9187103,23,2519.94562,0.0379
2020-09-17,DF,,state,180844,3022,False,3055149,53,5919.3185,0.0167
2020-09-17,ES,,state,122471,3399,False,4064052,32,3013.51951,0.0278
2020-09-17,GO,,state,178413,4057,False,7113540,52,2508.07615,0.0227
2020-09-17,MA,,state,165499,3622,False,7114598,21,2326.18906,0.0219
2020-09-17,MG,,state,262001,6500,False,21292666,31,1230.47532,0.0248
2020-09-17,MS,,state,62817,1148,False,2809394,50,2235.96263,0.0183
2020-09-17,MT,,state,110705,3226,False,3526220,51,3139.4808,0.0291
2020-09-17,PA,,state,219220,6438,False,8690745,15,2522.45348,0.0294
2020-09-17,PB,,state,115359,2670,False,4039277,25,2855.93189,0.0231
2020-09-17,PE,,state,139325,7954,False,9616621,26,1448.79371,0.0571
2020-09-17,PI,,state,89443,2012,False,3281480,22,2725.69085,0.0225
2020-09-17,PR,,state,159799,4018,False,11516840,41,1387.5247,0.0251
2020-09-17,RJ,,state,246843,17453,False,17366189,33,1421.39994,0.0707
2020-09-17,RN,,state,66884,2349,False,3534165,24,1892.49795,0.0351
2020-09-17,RO,,state,62158,1289,False,1796460,11,3460.02694,0.0207
2020-09-17,RR,,state,47692,613,False,631181,14,7555.99424,0.0129
2020-09-17,RS,,state,167781,4268,False,11422973,43,1468.80326,0.0254
2020-09-17,SC,,state,202934,2609,False,7252502,42,2798.12401,0.0129
2020-09-17,SE,,state,75560,1968,False,2318822,28,3258.55111,0.026
2020-09-17,SP,,state,916821,33472,False,46289333,35,1980.63126,0.0365
2020-09-17,TO,,state,62498,850,False,1590248,17,3930.07883,0.0136
2020-09-16,AC,,state,26463,643,False,894470,12,2958.51174,0.0243
2020-09-16,AL,,state,82983,1996,False,3351543,27,2475.96406,0.0241
2020-09-16,AM,,state,128851,3920,False,4207714,13,3062.25661,0.0304
2020-09-16,AP,,state,46266,685,False,861773,16,5368.69918,0.0148
2020-09-16,BA,,state,287685,6085,False,14930634,29,1926.81034,0.0212
2020-09-16,CE,,state,230406,8764,False,9187103,23,2507.92878,0.038
2020-09-16,DF,,state,179823,3000,False,3055149,53,5885.89951,0.0167
2020-09-16,ES,,state,121710,3388,False,4064052,32,2994.79436,0.0278
2020-09-16,GO,,state,174796,3971,False,7113540,52,2457.22945,0.0227
2020-09-16,MA,,state,164770,3611,False,7114598,21,2315.94252,0.0219
2020-09-16,MG,,state,258595,6419,False,21292666,31,1214.4792,0.0248
2020-09-16,MS,,state,61794,1133,False,2809394,50,2199.54908,0.0183
2020-09-16,MT,,state,109442,3204,False,3526220,51,3103.66341,0.0293
2020-09-16,PA,,state,218458,6421,False,8690745,15,2513.68554,0.0294
2020-09-16,PB,,state,114582,2659,False,4039277,25,2836.69578,0.0232
2020-09-16,PE,,state,138568,7933,False,9616621,26,1440.92192,0.0572
2020-09-16,PI,,state,88671,2007,False,3281480,22,2702.16488,0.0226
2020-09-16,PR,,state,157330,3971,False,11516840,41,1366.08653,0.0252
2020-09-16,RJ,,state,246182,17342,False,17366189,33,1417.59369,0.0704
2020-09-16,RN,,state,66551,2341,False,3534165,24,1883.07563,0.0352
2020-09-16,RO,,state,61619,1277,False,1796460,11,3430.02349,0.0207
2020-09-16,RR,,state,47398,611,False,631181,14,7509.41489,0.0129
2020-09-16,RS,,state,164373,4216,False,11422973,43,1438.96865,0.0256
2020-09-16,SC,,state,201682,2593,False,7252502,42,2780.861,0.0129
2020-09-16,SE,,state,75342,1965,False,2318822,28,3249.14978,0.0261
2020-09-16,SP,,state,909428,33253,False,46289333,35,1964.65998,0.0366
2020-09-16,TO,,state,61683,840,False,1590248,17,3878.82896,0.0136
2020-09-15,AC,,state,26287,642,False,894470,12,2938.83529,0.0244
2020-09-15,AL,,state,82595,1991,False,3351543,27,2464.3873,0.0241
2020-09-15,AM,,state,128150,3907,False,4207714,13,3045.59673,0.0305
2020-09-15,AP,,state,46117,682,False,861773,16,5351.40925,0.0148
2020-09-15,BA,,state,285448,6040,False,14930634,29,1911.82772,0.0212
2020-09-15,CE,,state,229250,8749,False,9187103,23,2495.34592,0.0382
2020-09-15,DF,,state,178747,2970,False,3055149,53,5850.68028,0.0166
2020-09-15,ES,,state,120974,3376,False,4064052,32,2976.68435,0.0279
2020-09-15,GO,,state,171120,3927,False,7113540,52,2405.55335,0.0229
2020-09-15,MA,,state,163802,3601,False,7114598,21,2302.33669,0.022
2020-09-15,MG,,state,255606,6328,False,21292666,31,1200.4415,0.0248
2020-09-15,MS,,state,60963,1122,False,2809394,50,2169.96975,0.0184
2020-09-15,MT,,state,108117,3172,False,3526220,51,3066.08777,0.0293
2020-09-15,PA,,state,217500,6405,False,8690745,15,2502.66231,0.0294
2020-09-15,PB,,state,113903,2649,False,4039277,25,2819.88584,0.0233
2020-09-15,PE,,state,137869,7914,False,9616621,26,1433.65326,0.0574
2020-09-15,PI,,state,87959,1996,False,3281480,22,2680.46735,0.0227
2020-09-15,PR,,state,155820,3918,False,11516840,41,1352.9753,0.0251
2020-09-15,RJ,,state,244418,17180,False,17366189,33,1407.43602,0.0703
2020-09-15,RN,,state,66159,2338,False,3534165,24,1871.98391,0.0353
2020-09-15,RO,,state,61260,1269,False,1796460,11,3410.03974,0.0207
2020-09-15,RR,,state,47164,611,False,631181,14,7472.34153,0.013
2020-09-15,RS,,state,160940,4174,False,11422973,43,1408.91517,0.0259
2020-09-15,SC,,state,200241,2569,False,7252502,42,2760.992,0.0128
2020-09-15,SE,,state,75203,1962,False,2318822,28,3243.15536,0.0261
2020-09-15,SP,,state,901271,32963,False,46289333,35,1947.03821,0.0366
2020-09-15,TO,,state,61271,831,False,1590248,17,3852.92105,0.0136
2020-09-14,AC,,state,26176,640,False,894470,12,2926.4257,0.0244
2020-09-14,AL,,state,82332,1985,False,3351543,27,2456.54017,0.0241
2020-09-14,AM,,state,127407,3898,False,4207714,13,3027.93869,0.0306
2020-09-14,AP,,state,45955,680,False,861773,16,5332.61079,0.0148
2020-09-14,BA,,state,283235,5999,False,14930634,29,1897.00585,0.0212
2020-09-14,CE,,state,227799,8698,False,9187103,23,2479.55204,0.0382
2020-09-14,DF,,state,177921,2930,False,3055149,53,5823.64395,0.0165
2020-09-14,ES,,state,120252,3359,False,4064052,32,2958.91883,0.0279
2020-09-14,GO,,state,168026,3877,False,7113540,52,2362.05883,0.0231
2020-09-14,MA,,state,162998,3590,False,7114598,21,2291.03598,0.022
2020-09-14,MG,,state,253997,6286,False,21292666,31,1192.88491,0.0247
2020-09-14,MS,,state,60297,1106,False,2809394,50,2146.26357,0.0183
2020-09-14,MT,,state,106895,3157,False,3526220,51,3031.43309,0.0295
2020-09-14,PA,,state,216318,6387,False,8690745,15,2489.06164,0.0295
2020-09-14,PB,,state,113163,2639,False,4039277,25,2801.56573,0.0233
2020-09-14,PE,,state,136853,7888,False,9616621,26,1423.08821,0.0576
2020-09-14,PI,,state,87213,1988,False,3281480,22,2657.73371,0.0228
2020-09-14,PR,,state,154820,3853,False,11516840,41,1344.29236,0.0249
2020-09-14,RJ,,state,242811,17003,False,17366189,33,1398.18241,0.07
2020-09-14,RN,,state,65873,2334,False,3534165,24,1863.89147,0.0354
2020-09-14,RO,,state,60746,1253,False,1796460,11,3381.42792,0.0206
2020-09-14,RR,,state,46848,611,False,631181,14,7422.27665,0.013
2020-09-14,RS,,state,157907,4080,False,11422973,43,1382.36342,0.0258
2020-09-14,SC,,state,198640,2543,False,7252502,42,2738.91686,0.0128
2020-09-14,SE,,state,75046,1956,False,2318822,28,3236.38468,0.0261
2020-09-14,SP,,state,893349,32642,False,46289333,35,1929.92411,0.0365
2020-09-14,TO,,state,60725,822,False,1590248,17,3818.58679,0.0135
2020-09-13,AC,,state,26166,640,False,894470,12,2925.30772,0.0245
2020-09-13,AL,,state,82230,1979,False,3351543,27,2453.49679,0.0241
2020-09-13,AM,,state,127132,3892,False,4207714,13,3021.40307,0.0306
2020-09-13,AP,,state,45853,678,False,861773,16,5320.77473,0.0148
2020-09-13,BA,,state,282517,5961,False,14930634,29,1892.19694,0.0211
2020-09-13,CE,,state,227449,8686,False,9187103,23,2475.74235,0.0382
2020-09-13,DF,,state,176837,2899,False,3055149,53,5788.16287,0.0164
2020-09-13,ES,,state,119548,3346,False,4064052,32,2941.59622,0.028
2020-09-13,GO,,state,163535,3805,False,7113540,52,2298.92571,0.0233
2020-09-13,MA,,state,162583,3580,False,7114598,21,2285.2029,0.022
2020-09-13,MG,,state,252263,6276,False,21292666,31,1184.74126,0.0249
2020-09-13,MS,,state,59408,1085,False,2809394,50,2114.61974,0.0183
2020-09-13,MT,,state,105445,3130,False,3526220,51,2990.31257,0.0297
2020-09-13,PA,,state,214806,6368,False,8690745,15,2471.66382,0.0296
2020-09-13,PB,,state,112961,2627,False,4039277,25,2796.56483,0.0233
2020-09-13,PE,,state,136672,7874,False,9616621,26,1421.20606,0.0576
2020-09-13,PI,,state,86538,1973,False,3281480,22,2637.16372,0.0228
2020-09-13,PR,,state,154171,3823,False,11516840,41,1338.65713,0.0248
2020-09-13,RJ,,state,242491,16990,False,17366189,33,1396.33975,0.0701
2020-09-13,RN,,state,65584,2325,False,3534165,24,1855.71415,0.0355
2020-09-13,RO,,state,60484,1246,False,1796460,11,3366.84368,0.0206
2020-09-13,RR,,state,46545,610,False,631181,14,7374.27141,0.0131
2020-09-13,RS,,state,156903,4055,False,11422973,43,1373.57411,0.0258
2020-09-13,SC,,state,197745,2529,False,7252502,42,2726.57629,0.0128
2020-09-13,SE,,state,74833,1949,False,2318822,28,3227.19898,0.026
2020-09-13,SP,,state,892257,32606,False,46289333,35,1927.56504,0.0365
2020-09-13,TO,,state,60035,814,False,1590248,17,3775.19733,0.0136
2020-09-12,AC,,state,26148,637,False,894470,12,2923.29536,0.0244
2020-09-12,AL,,state,82028,1972,False,3351543,27,2447.46972,0.024
2020-09-12,AM,,state,126939,3888,False,4207714,13,3016.81626,0.0306
2020-09-12,AP,,state,45789,678,False,861773,16,5313.34818,0.0148
2020-09-12,BA,,state,281665,5912,False,14930634,29,1886.49055,0.021
2020-09-12,CE,,state,227075,8685,False,9187103,23,2471.67143,0.0382
2020-09-12,DF,,state,175646,2883,False,3055149,53,5749.1795,0.0164
2020-09-12,ES,,state,119354,3338,False,4064052,32,2936.82266,0.028
2020-09-12,GO,,state,162936,3793,False,7113540,52,2290.50515,0.0233
2020-09-12,MA,,state,162476,3569,False,7114598,21,2283.69895,0.022
2020-09-12,MG,,state,250190,6200,False,21292666,31,1175.00552,0.0248
2020-09-12,MS,,state,59077,1065,False,2809394,50,2102.83784,0.018
2020-09-12,MT,,state,105202,3111,False,3526220,51,2983.42134,0.0296
2020-09-12,PA,,state,214376,6344,False,8690745,15,2466.71603,0.0296
2020-09-12,PB,,state,112706,2616,False,4039277,25,2790.25182,0.0232
2020-09-12,PE,,state,136413,7852,False,9616621,26,1418.5128,0.0576
2020-09-12,PI,,state,86396,1967,False,3281480,22,2632.8364,0.0228
2020-09-12,PR,,state,152913,3801,False,11516840,41,1327.734,0.0249
2020-09-12,RJ,,state,240776,16985,False,17366189,33,1386.46424,0.0705
2020-09-12,RN,,state,65521,2323,False,3534165,24,1853.93155,0.0355
2020-09-12,RO,,state,60362,1240,False,1796460,11,3360.05255,0.0205
2020-09-12,RR,,state,46478,610,False,631181,14,7363.65638,0.0131
2020-09-12,RS,,state,156264,4039,False,11422973,43,1367.98012,0.0258
2020-09-12,SC,,state,197064,2515,False,7252502,42,2717.18643,0.0128
2020-09-12,SE,,state,74765,1945,False,2318822,28,3224.26646,0.026
2020-09-12,SP,,state,890690,32567,False,46289333,35,1924.17981,0.0366
2020-09-12,TO,,state,59722,806,False,1590248,17,3755.51486,0.0135
2020-09-11,AC,,state,26004,636,False,894470,12,2907.19644,0.0245
2020-09-11,AL,,state,81440,1965,False,3351543,27,2429.92556,0.0241
2020-09-11,AM,,state,126423,3883,False,4207714,13,3004.55307,0.0307
2020-09-11,AP,,state,45665,677,False,861773,16,5298.95924,0.0148
2020-09-11,BA,,state,279509,5866,False,14930634,29,1872.05044,0.021
2020-09-11,CE,,state,226021,8683,False,9187103,23,2460.19882,0.0384
2020-09-11,DF,,state,174549,2867,False,3055149,53,5713.2729,0.0164
2020-09-11,ES,,state,118814,3332,False,4064052,32,2923.53543,0.028
2020-09-11,GO,,state,162204,3761,False,7113540,52,2280.21491,0.0232
2020-09-11,MA,,state,161994,3560,False,7114598,21,2276.92415,0.022
2020-09-11,MG,,state,246149,6114,False,21292666,31,1156.02715,0.0248
2020-09-11,MS,,state,58671,1055,False,2809394,50,2088.38632,0.018
2020-09-11,MT,,state,104529,3093,False,3526220,51,2964.33575,0.0296
2020-09-11,PA,,state,213655,6307,False,8690745,15,2458.41985,0.0295
2020-09-11,PB,,state,112018,2604,False,4039277,25,2773.21907,0.0232
2020-09-11,PE,,state,135643,7817,False,9616621,26,1410.50583,0.0576
2020-09-11,PI,,state,86085,1958,False,3281480,22,2623.35897,0.0227
2020-09-11,PR,,state,150668,3781,False,11516840,41,1308.2408,0.0251
2020-09-11,RJ,,state,240453,16883,False,17366189,33,1384.6043,0.0702
2020-09-11,RN,,state,65266,2321,False,3534165,24,1846.71627,0.0356
2020-09-11,RO,,state,60038,1231,False,1796460,11,3342.01708,0.0205
2020-09-11,RR,,state,46348,610,False,631181,14,7343.06007,0.0132
2020-09-11,RS,,state,153475,3997,False,11422973,43,1343.56441,0.026
2020-09-11,SC,,state,195701,2497,False,7252502,42,2698.39291,0.0128
2020-09-11,SE,,state,74645,1939,False,2318822,28,3219.09142,0.026
2020-09-11,SP,,state,882809,32338,False,46289333,35,1907.15429,0.0366
2020-09-11,TO,,state,59395,799,False,1590248,17,3734.95203,0.0135
2020-09-10,AC,,state,25877,635,False,894470,12,2892.99809,0.0245
2020-09-10,AL,,state,81230,1957,False,3351543,27,2423.65979,0.0241
2020-09-10,AM,,state,125660,3874,False,4207714,13,2986.4197,0.0308
2020-09-10,AP,,state,45529,676,False,861773,16,5283.17782,0.0148
2020-09-10,BA,,state,277327,5818,False,14930634,29,1857.43619,0.021
2020-09-10,CE,,state,224847,8657,False,9187103,23,2447.42004,0.0385
2020-09-10,DF,,state,173631,2843,False,3055149,53,5683.22527,0.0164
2020-09-10,ES,,state,118138,3314,False,4064052,32,2906.90178,0.0281
2020-09-10,GO,,state,158548,3701,False,7113540,52,2228.81997,0.0233
2020-09-10,MA,,state,160968,3550,False,7114598,21,2262.5031,0.0221
2020-09-10,MG,,state,242533,6009,False,21292666,31,1139.04478,0.0248
2020-09-10,MS,,state,58304,1035,False,2809394,50,2075.32301,0.0178
2020-09-10,MT,,state,102846,3073,False,3526220,51,2916.60759,0.0299
2020-09-10,PA,,state,212428,6299,False,8690745,15,2444.30138,0.0297
2020-09-10,PB,,state,111495,2590,False,4039277,25,2760.27121,0.0232
2020-09-10,PE,,state,134619,7792,False,9616621,26,1399.8576,0.0579
2020-09-10,PI,,state,85225,1947,False,3281480,22,2597.15129,0.0228
2020-09-10,PR,,state,148333,3710,False,11516840,41,1287.96614,0.025
2020-09-10,RJ,,state,234813,16871,False,17366189,33,1352.1274,0.0718
2020-09-10,RN,,state,65099,2316,False,3534165,24,1841.99097,0.0356
2020-09-10,RO,,state,59620,1217,False,1796460,11,3318.7491,0.0204
2020-09-10,RR,,state,46102,609,False,631181,14,7304.08552,0.0132
2020-09-10,RS,,state,151392,3929,False,11422973,43,1325.32923,0.026
2020-09-10,SC,,state,194176,2483,False,7252502,42,2677.36569,0.0128
2020-09-10,SE,,state,74386,1933,False,2318822,28,3207.92195,0.026
2020-09-10,SP,,state,874754,32104,False,46289333,35,1889.75287,0.0367
2020-09-10,TO,,state,58658,784,False,1590248,17,3688.60706,0.0134
2020-09-09,AC,,state,25668,631,False,894470,12,2869.6323,0.0246
2020-09-09,AL,,state,81042,1949,False,3351543,27,2418.05043,0.024
2020-09-09,AM,,state,124959,3863,False,4207714,13,2969.75983,0.0309
2020-09-09,AP,,state,45251,675,False,861773,16,5250.91875,0.0149
2020-09-09,BA,,state,275088,5774,False,14930634,29,1842.44018,0.021
2020-09-09,CE,,state,223863,8634,False,9187103,23,2436.70937,0.0386
2020-09-09,DF,,state,172708,2813,False,3055149,53,5653.01398,0.0163
2020-09-09,ES,,state,117270,3298,False,4064052,32,2885.54379,0.0281
2020-09-09,GO,,state,154755,3605,False,7113540,52,2175.49912,0.0233
2020-09-09,MA,,state,160239,3539,False,7114598,21,2252.25656,0.0221
2020-09-09,MG,,state,238515,5935,False,21292666,31,1120.17443,0.0249
2020-09-09,MS,,state,56046,1024,False,2809394,50,1994.9498,0.0183
2020-09-09,MT,,state,101397,3040,False,3526220,51,2875.51542,0.03
2020-09-09,PA,,state,211061,6289,False,8690745,15,2428.572,0.0298
2020-09-09,PB,,state,110727,2578,False,4039277,25,2741.2579,0.0233
2020-09-09,PE,,state,133579,7764,False,9616621,26,1389.04299,0.0581
2020-09-09,PI,,state,84508,1931,False,3281480,22,2575.30139,0.0228
2020-09-09,PR,,state,146333,3660,False,11516840,41,1270.60027,0.025
2020-09-09,RJ,,state,233873,16770,False,17366189,33,1346.71458,0.0717
2020-09-09,RN,,state,64740,2310,False,3534165,24,1831.83298,0.0357
2020-09-09,RO,,state,59196,1207,False,1796460,11,3295.14712,0.0204
2020-09-09,RR,,state,45855,607,False,631181,14,7264.95253,0.0132
2020-09-09,RS,,state,147576,3882,False,11422973,43,1291.92286,0.0263
2020-09-09,SC,,state,192982,2460,False,7252502,42,2660.9024,0.0127
2020-09-09,SE,,state,74121,1920,False,2318822,28,3196.49374,0.0259
2020-09-09,SP,,state,866576,31821,False,46289333,35,1872.08574,0.0367
2020-09-09,TO,,state,57899,773,False,1590248,17,3640.87866,0.0134
2020-09-08,AC,,state,25494,630,False,894470,12,2850.17944,0.0247
2020-09-08,AL,,state,80866,1943,False,3351543,27,2412.79912,0.024
2020-09-08,AM,,state,124223,3855,False,4207714,13,2952.26814,0.031
2020-09-08,AP,,state,44999,675,False,861773,16,5221.67671,0.015
2020-09-08,BA,,state,272814,5734,False,14930634,29,1827.20975,0.021
2020-09-08,CE,,state,222884,8588,False,9187103,23,2426.05313,0.0385
2020-09-08,DF,,state,171739,2763,False,3055149,53,5621.29703,0.0161
2020-09-08,ES,,state,116578,3286,False,4064052,32,2868.51645,0.0282
2020-09-08,GO,,state,150865,3484,False,7113540,52,2120.81467,0.0231
2020-09-08,MA,,state,159163,3529,False,7114598,21,2237.13272,0.0222
2020-09-08,MG,,state,236663,5877,False,21292666,31,1111.4766,0.0248
2020-09-08,MS,,state,55345,1007,False,2809394,50,1969.9978,0.0182
2020-09-08,MT,,state,100012,3010,False,3526220,51,2836.23824,0.0301
2020-09-08,PA,,state,209808,6280,False,8690745,15,2414.15437,0.0299
2020-09-08,PB,,state,109860,2563,False,4039277,25,2719.79367,0.0233
2020-09-08,PE,,state,132590,7741,False,9616621,26,1378.75871,0.0584
2020-09-08,PI,,state,83502,1924,False,3281480,22,2544.64449,0.023
2020-09-08,PR,,state,145257,3615,False,11516840,41,1261.25743,0.0249
2020-09-08,RJ,,state,233373,16646,False,17366189,33,1343.83543,0.0713
2020-09-08,RN,,state,64354,2304,False,3534165,24,1820.91102,0.0358
2020-09-08,RO,,state,58559,1193,False,1796460,11,3259.6885,0.0204
2020-09-08,RR,,state,45505,605,False,631181,14,7209.50092,0.0133
2020-09-08,RS,,state,144502,3800,False,11422973,43,1265.01218,0.0263
2020-09-08,SC,,state,190397,2442,False,7252502,42,2625.25953,0.0128
2020-09-08,SE,,state,73846,1898,False,2318822,28,3184.63427,0.0257
2020-09-08,SP,,state,858783,31430,False,46289333,35,1855.25032,0.0366
2020-09-08,TO,,state,56684,762,False,1590248,17,3564.47548,0.0134
2020-09-07,AC,,state,25469,624,False,894470,12,2847.38448,0.0245
2020-09-07,AL,,state,80786,1936,False,3351543,27,2410.41216,0.024
2020-09-07,AM,,state,123905,3849,False,4207714,13,2944.7106,0.0311
2020-09-07,AP,,state,44863,673,False,861773,16,5205.89529,0.015
2020-09-07,BA,,state,271963,5693,False,14930634,29,1821.51006,0.0209
2020-09-07,CE,,state,222473,8567,False,9187103,23,2421.57947,0.0385
2020-09-07,DF,,state,170806,2720,False,3055149,53,5590.75842,0.0159
2020-09-07,ES,,state,115793,3268,False,4064052,32,2849.20075,0.0282
2020-09-07,GO,,state,147933,3481,False,7113540,52,2079.5975,0.0235
